timestamp,event_name,city,target_date,series_slug,question,outcome_name,implied_prob,clob_buy_price,clob_sell_price,spread,best_bid,best_ask,volume,liquidity,token_id,market_id,event_id
2026-03-11T04:27:18.867654+00:00,Highest temperature in Seoul on March 11?,Seoul,2026-03-11,seoul-daily-weather,Will the highest temperature in Seoul be 8°C on March 11?,Yes,0.022,,,,0.02,0.024,20127.120563000033,1649.43531,80522257044008081271608155104792774395337662564507014415263643271640087023244,1536902,255779
2026-03-11T04:27:18.867654+00:00,Highest temperature in Seoul on March 11?,Seoul,2026-03-11,seoul-daily-weather,Will the highest temperature in Seoul be 8°C on March 11?,No,0.978,,,,0.02,0.024,20127.120563000033,1649.43531,57486080531206073856722707831943145737329654554691482593726907413177319301176,1536902,255779
2026-03-11T04:27:18.867654+00:00,Highest temperature in Seoul on March 11?,Seoul,2026-03-11,seoul-daily-weather,Will the highest temperature in Seoul be 9°C on March 11?,Yes,0.0175,,,,0.007,0.028,15663.537425000008,1216.13138,16988235005178372129537581560324206882005831807321020958086095272651093995102,1536903,255779
2026-03-11T04:27:18.867654+00:00,Highest temperature in Seoul on March 11?,Seoul,2026-03-11,seoul-daily-weather,Will the highest temperature in Seoul be 9°C on March 11?,No,0.9825,,,,0.007,0.028,15663.537425000008,1216.13138,94114227372935526895544278985202822820379052836974813096722758015662462278223,1536903,255779
2026-03-11T04:27:18.867654+00:00,Highest temperature in Toronto on March 11?,Toronto,2026-03-11,toronto-daily-weather,Will the highest temperature in Toronto be 7°C on March 11?,Yes,0.037,,,,0.026,0.048,3807.7744099999995,786.30017,70094921803863947822342369102071173851908128369908244160855422693291096557724,1536912,255780
2026-03-11T04:27:18.867654+00:00,Highest temperature in Toronto on March 11?,Toronto,2026-03-11,toronto-daily-weather,Will the highest temperature in Toronto be 7°C on March 11?,No,0.963,,,,0.026,0.048,3807.7744099999995,786.30017,78569500648615485038998027815495263788728400366194078492866912920677074536458,1536912,255780
2026-03-11T04:27:18.867654+00:00,Highest temperature in Toronto on March 11?,Toronto,2026-03-11,toronto-daily-weather,Will the highest temperature in Toronto be 8°C or higher on March 11?,Yes,0.9635,,,,0.951,0.976,4798.853311000003,643.40164,17532664513687349172160923046753748366798286800496180771331719612442905436234,1536913,255780
2026-03-11T04:27:18.867654+00:00,Highest temperature in Toronto on March 11?,Toronto,2026-03-11,toronto-daily-weather,Will the highest temperature in Toronto be 8°C or higher on March 11?,No,0.0365,,,,0.951,0.976,4798.853311000003,643.40164,18021875364248236876939203563665940054237182357040246861017538366219558018609,1536913,255780
2026-03-11T04:27:18.867654+00:00,Highest temperature in Seattle on March 11?,Seattle,2026-03-11,seattle-daily-weather,Will the highest temperature in Seattle be between 46-47°F on March 11?,Yes,0.015,,,,0.011,0.019,7982.783204999998,1373.37346,103948542146372516827181406142283679359439974953401359348513725336558057991443,1536918,255781
2026-03-11T04:27:18.867654+00:00,Highest temperature in Seattle on March 11?,Seattle,2026-03-11,seattle-daily-weather,Will the highest temperature in Seattle be between 46-47°F on March 11?,No,0.985,,,,0.011,0.019,7982.783204999998,1373.37346,58272137105330897320908251799190592739227328902391224492857988702239135224309,1536918,255781
2026-03-11T04:27:18.867654+00:00,Highest temperature in Seattle on March 11?,Seattle,2026-03-11,seattle-daily-weather,Will the highest temperature in Seattle be between 48-49°F on March 11?,Yes,0.11,,,,0.1,0.12,5979.480453999992,775.2199,22283943052410894829536267227266541885763141351584020782310908661295673060788,1536919,255781
2026-03-11T04:27:18.867654+00:00,Highest temperature in Seattle on March 11?,Seattle,2026-03-11,seattle-daily-weather,Will the highest temperature in Seattle be between 48-49°F on March 11?,No,0.89,0.88,0.9,-0.020000,0.1,0.12,5979.480453999992,775.2199,93810277687183748663080910645635433110317245612593566153990814539458343095678,1536919,255781
