exit_ts,slug,asset,tf,entry_price,exit_price,shares,cost,pnl,won,exit_reason,entry_ts
2026-03-14T15:13:21.387170+00:00,eth-updown-15m-1773500400,ETH,15m,0.915,0.99,13.0,11.895,1.1050000000000004,True,auto_resolved,2026-03-14T15:09:15.575543+00:00
2026-03-14T15:25:35.570122+00:00,eth-updown-15m-1773501300,ETH,15m,0.915,0.815,13.0,11.895,-1.3000000000000007,False,stop_loss,2026-03-14T15:23:37.848483+00:00
2026-03-14T15:53:37.529055+00:00,ethereum-up-or-down-march-14-11am-et,ETH,1h,0.905,0.98,20.0,18.1,1.5,True,profit_lock,2026-03-14T15:29:33.999867+00:00
2026-03-14T15:59:33.536873+00:00,eth-updown-15m-1773503100,ETH,15m,0.935,0.975,10.0,9.350000000000001,0.3999999999999986,True,profit_lock,2026-03-14T15:52:56.319112+00:00
2026-03-14T15:59:34.227477+00:00,xrp-updown-15m-1773503100,XRP,15m,0.955,0.965,10.0,9.549999999999999,0.45000000000000107,True,auto_resolved,2026-03-14T15:53:36.128884+00:00
2026-03-14T16:01:51.352693+00:00,1562981999820924730443839959699681616066434980474645115814393736636105129261,ORPHAN,?,0,0.99,9.99904,9.7990592,0.09999040000000115,True,target,
2026-03-14T16:27:49.889584+00:00,xrp-updown-15m-1773504900,XRP,15m,0.95,0.965,10.0,9.5,0.15000000000000036,True,profit_lock,2026-03-14T16:25:19.665745+00:00
2026-03-14T16:53:11.498427+00:00,bitcoin-up-or-down-march-14-12pm-et,BTC,1h,0.915,0.985,27.0,24.705000000000002,1.889999999999997,True,profit_lock,2026-03-14T16:49:01.845854+00:00
2026-03-14T16:57:25.858619+00:00,eth-updown-15m-1773506700,ETH,15m,0.925,0.965,13.0,12.025,0.9749999999999996,True,auto_resolved,2026-03-14T16:54:53.202995+00:00
2026-03-14T16:57:26.390908+00:00,xrp-updown-15m-1773506700,XRP,15m,0.915,0.965,10.0,9.15,0.5,True,profit_lock,2026-03-14T16:54:53.202995+00:00
2026-03-14T18:11:19.018106+00:00,66722722807681308639684695489617240412629875565065991149036245074061511260647,ORPHAN,?,0,0.99,27.382966,25.739960657034,1.3691756829659987,True,target,
2026-03-14T18:42:27.388296+00:00,eth-updown-15m-1773513000,ETH,15m,0.935,0.945,10.0,9.350000000000001,0.09999999999999787,True,profit_lock,2026-03-14T18:35:35.085872+00:00
2026-03-14T18:53:33.183757+00:00,xrp-up-or-down-march-14-2pm-et,XRP,1h,0.965,0.98,10.0,9.65,0.34999999999999964,True,auto_resolved,2026-03-14T18:49:30.067398+00:00
2026-03-14T20:27:33.254603+00:00,eth-updown-15m-1773519300,ETH,15m,0.945,0.9895,13.0,12.285,0.5785,True,profit_lock,2026-03-14T20:23:21.060714+00:00
2026-03-14T20:27:33.801549+00:00,xrp-updown-15m-1773519300,XRP,15m,0.94,0.99,10.0,9.399999999999999,0.5000000000000018,True,target,2026-03-14T20:23:21.060714+00:00
2026-03-14T20:27:34.378064+00:00,btc-updown-15m-1773519300,BTC,15m,0.905,0.955,11.0,9.955,0.5499999999999989,True,profit_lock,2026-03-14T20:23:21.060714+00:00
2026-03-14T20:43:33.764943+00:00,xrp-updown-15m-1773520200,XRP,15m,0.915,0.985,10.0,9.15,0.6999999999999993,True,profit_lock,2026-03-14T20:39:30.781302+00:00
2026-03-14T20:48:19.017599+00:00,xrp-up-or-down-march-14-4pm-et,XRP,1h,0.91,0.975,13.0,11.83,0.8449999999999989,True,profit_lock,2026-03-14T20:37:10.145103+00:00
2026-03-14T20:48:19.581465+00:00,bitcoin-up-or-down-march-14-4pm-et,BTC,1h,0.925,0.9615,21.0,19.425,0.7665000000000006,True,profit_lock,2026-03-14T20:43:32.450600+00:00
2026-03-14T20:48:20.085955+00:00,ethereum-up-or-down-march-14-4pm-et,ETH,1h,0.982,0.9845,10.0,9.82,0.17999999999999972,True,auto_resolved,2026-03-14T20:45:21.480983+00:00
2026-03-14T20:49:00.761285+00:00,bitcoin-up-or-down-march-14-4pm-et,BTC,1h,0.9615,0.9775,18.0,17.307000000000002,0.2879999999999967,True,profit_lock,2026-03-14T20:48:17.362504+00:00
2026-03-14T20:53:07.109584+00:00,bitcoin-up-or-down-march-14-4pm-et,BTC,1h,0.9775,0.99,18.0,17.595,0.40500000000000114,True,auto_resolved,2026-03-14T20:48:58.794409+00:00
2026-03-14T20:53:07.616589+00:00,xrp-up-or-down-march-14-4pm-et,XRP,1h,0.985,0.9895,10.0,9.85,0.04499999999999993,True,profit_lock,2026-03-14T20:49:39.159535+00:00
2026-03-14T20:57:45.558450+00:00,eth-updown-15m-1773521100,ETH,15m,0.925,0.985,10.0,9.25,0.5999999999999996,True,profit_lock,2026-03-14T20:55:22.850298+00:00
2026-03-14T21:53:22.458894+00:00,xrp-up-or-down-march-14-5pm-et,XRP,1h,0.925,0.99,10.0,9.25,0.75,True,auto_resolved,2026-03-14T21:49:13.398381+00:00
2026-03-14T21:53:23.498427+00:00,45722371966940411915713805023539360320372641427156991404316014198874290993277,ORPHAN,?,0,0.99,9.99904,9.7990592,0.09999040000000115,True,target,
2026-03-14T21:59:01.692745+00:00,eth-updown-15m-1773524700,ETH,15m,0.935,0.985,11.0,10.285,0.5499999999999989,True,profit_lock,2026-03-14T21:52:42.265097+00:00
2026-03-14T21:59:02.505631+00:00,22111277026186076075472438183638206598307126936544377554803340964632488865754,ORPHAN,?,0,0.99,22.117016,20.789972922984,1.1058729170160007,True,target,
2026-03-14T22:43:46.681368+00:00,xrp-updown-15m-1773527400,XRP,15m,0.95,0.985,10.0,9.5,0.5,True,auto_resolved,2026-03-14T22:39:08.463272+00:00
2026-03-14T22:55:14.498875+00:00,xrp-up-or-down-march-14-6pm-et,XRP,1h,0.9,0.935,11.0,9.9,0.3849999999999998,True,profit_lock,2026-03-14T22:45:28.203069+00:00
2026-03-14T23:09:10.057590+00:00,btc-updown-15m-1773529200,BTC,15m,0.96,0.99,14.0,13.44,0.5600000000000005,True,auto_resolved,2026-03-14T23:05:29.037479+00:00
2026-03-14T23:12:14.211165+00:00,xrp-updown-15m-1773529200,XRP,15m,0.92,0.989,10.0,9.200000000000001,0.6899999999999995,True,profit_lock,2026-03-14T23:05:29.037479+00:00
2026-03-14T23:39:17.052476+00:00,bitcoin-up-or-down-march-14-7pm-et,BTC,1h,0.905,0.99,30.0,27.150000000000002,2.233958853242001,True,target,2026-03-14T23:15:03.446104+00:00
2026-03-14T23:39:57.182042+00:00,xrp-up-or-down-march-14-7pm-et,XRP,1h,0.92,0.99,11.0,10.120000000000001,0.7699999999999996,True,target,2026-03-14T23:10:18.197409+00:00
2026-03-14T23:43:25.045900+00:00,btc-updown-15m-1773531000,BTC,15m,0.945,0.99,11.0,10.395,0.6050000000000004,True,auto_resolved,2026-03-14T23:39:14.506767+00:00
2026-03-14T23:47:27.021480+00:00,ethereum-up-or-down-march-14-7pm-et,ETH,1h,0.935,0.99,20.0,18.700000000000003,1.2999999999999972,True,auto_resolved,2026-03-14T23:10:18.197409+00:00
2026-03-15T01:29:17.854313+00:00,xrp-updown-15m-1773537300,XRP,15m,0.91,0.965,10.0,9.1,0.5500000000000007,True,profit_lock,2026-03-15T01:26:55.660336+00:00
2026-03-15T01:57:21.320904+00:00,eth-updown-15m-1773539100,ETH,15m,0.955,0.965,14.0,13.37,0.14000000000000057,True,profit_lock,2026-03-15T01:52:48.085093+00:00
2026-03-15T01:57:21.906777+00:00,btc-updown-15m-1773539100,BTC,15m,0.955,0.965,13.0,12.415,0.13000000000000078,True,profit_lock,2026-03-15T01:53:25.237880+00:00
2026-03-15T01:59:00.674289+00:00,xrp-updown-15m-1773539100,XRP,15m,0.93,0.99,10.0,9.3,0.5999999999999996,True,target,2026-03-15T01:56:43.042716+00:00
2026-03-15T02:05:27.116767+00:00,eth-updown-15m-1773540000,ETH,15m,0.93,0.805,14.0,13.020000000000001,-1.75,False,stop_loss,2026-03-15T02:02:57.198687+00:00
2026-03-15T02:09:29.288691+00:00,btc-updown-15m-1773540000,BTC,15m,0.945,0.99,12.0,11.34,0.6600000000000001,True,auto_resolved,2026-03-15T02:03:40.767046+00:00
2026-03-15T02:12:24.195616+00:00,xrp-updown-15m-1773540000,XRP,15m,0.96,0.985,11.0,10.559999999999999,0.27500000000000036,True,profit_lock,2026-03-15T02:02:57.198687+00:00
2026-03-15T02:12:24.908950+00:00,eth-updown-15m-1773540000,ETH,15m,0.965,0.989,10.0,9.65,0.2400000000000002,True,profit_lock,2026-03-15T02:07:08.844846+00:00
2026-03-15T02:27:03.704899+00:00,xrp-up-or-down-march-14-10pm-et,XRP,1h,0.91,0.99,10.0,9.1,0.8000000000000007,True,target,2026-03-15T02:10:03.273856+00:00
2026-03-15T02:47:33.307017+00:00,bitcoin-up-or-down-march-14-10pm-et,BTC,1h,0.9,0.99,25.0,22.5,2.25,True,target,2026-03-15T02:27:02.395077+00:00
2026-03-15T02:47:33.842779+00:00,ethereum-up-or-down-march-14-10pm-et,ETH,1h,0.935,0.99,14.0,13.09,0.7699999999999996,True,target,2026-03-15T02:43:28.627016+00:00
2026-03-15T03:13:09.721871+00:00,xrp-updown-15m-1773543600,XRP,15m,0.915,0.985,12.0,10.98,0.8399999999999999,True,profit_lock,2026-03-15T03:09:05.165692+00:00
2026-03-15T03:43:21.280738+00:00,eth-updown-15m-1773545400,ETH,15m,0.925,0.755,15.0,13.875,-2.5500000000000007,False,stop_loss,2026-03-15T03:39:07.765398+00:00
2026-03-15T03:43:21.795475+00:00,xrp-updown-15m-1773545400,XRP,15m,0.925,0.56,11.0,10.175,-4.015000000000001,False,stop_loss,2026-03-15T03:39:07.765398+00:00
2026-03-15T03:43:22.311797+00:00,btc-updown-15m-1773545400,BTC,15m,0.925,0.615,13.0,12.025,-4.03,False,stop_loss,2026-03-15T03:39:52.062235+00:00
2026-03-15T04:11:50.958473+00:00,xrp-updown-15m-1773547200,XRP,15m,0.93,0.99,10.0,9.3,0.6999999999999993,True,auto_resolved,2026-03-15T04:05:20.733984+00:00
2026-03-15T04:11:51.601512+00:00,eth-updown-15m-1773547200,ETH,15m,0.905,0.99,12.0,10.86,1.1400000000000006,True,auto_resolved,2026-03-15T04:05:20.733984+00:00
2026-03-15T04:48:04.249699+00:00,bitcoin-up-or-down-march-15-12am-et,BTC,1h,0.9,0.905,28.0,25.2,0.14000000000000057,True,profit_lock,2026-03-15T04:15:14.347683+00:00
2026-03-15T04:48:04.988463+00:00,xrp-up-or-down-march-15-12am-et,XRP,1h,0.9,0.93,11.0,9.9,0.33000000000000007,True,profit_lock,2026-03-15T04:19:49.000443+00:00
2026-03-15T04:49:23.368289+00:00,xrp-up-or-down-march-15-12am-et,XRP,1h,0.93,0.975,13.0,12.09,0.5849999999999991,True,profit_lock,2026-03-15T04:48:02.387387+00:00
2026-03-15T04:49:23.874156+00:00,bitcoin-up-or-down-march-15-12am-et,BTC,1h,0.905,0.96,27.0,24.435000000000002,1.4849999999999959,True,profit_lock,2026-03-15T04:48:02.387387+00:00
2026-03-15T04:53:31.516020+00:00,bitcoin-up-or-down-march-15-12am-et,BTC,1h,0.96,0.99,26.0,24.96,0.7799999999999976,True,target,2026-03-15T04:49:22.139524+00:00
2026-03-15T04:53:32.059122+00:00,ethereum-up-or-down-march-15-12am-et,ETH,1h,0.92,0.975,16.0,14.72,0.879999999999999,True,profit_lock,2026-03-15T04:49:22.139524+00:00
2026-03-15T05:27:04.784229+00:00,xrp-updown-15m-1773551700,XRP,15m,0.945,0.985,11.0,10.395,0.4399999999999995,True,profit_lock,2026-03-15T05:18:55.236821+00:00
2026-03-15T05:27:05.506574+00:00,eth-updown-15m-1773551700,ETH,15m,0.91,0.99,13.0,11.83,1.0399999999999991,True,target,2026-03-15T05:19:34.166972+00:00
2026-03-15T05:29:21.092527+00:00,btc-updown-15m-1773551700,BTC,15m,0.975,0.9885,11.0,10.725,0.27500000000000036,True,auto_resolved,2026-03-15T05:25:16.402796+00:00
2026-03-15T05:48:01.859265+00:00,ethereum-up-or-down-march-15-2026-1am-et,ETH,1h,0.915,0.972,19.0,17.385,1.0829999999999984,True,profit_lock,2026-03-15T05:37:13.086297+00:00
2026-03-15T05:51:26.008616+00:00,103769291027611983020072354144530656987160604039114983505871905672090032104229,ORPHAN,?,0,0.99,1.871225,1.665388378775,0.18712437122499992,True,target,
2026-03-15T06:57:37.192501+00:00,eth-updown-15m-1773557100,ETH,15m,0.945,0.985,12.0,11.34,0.6600000000000001,True,auto_resolved,2026-03-15T06:53:27.849214+00:00
2026-03-15T06:58:44.844531+00:00,xrp-updown-15m-1773557100,XRP,15m,0.955,0.985,10.0,9.549999999999999,0.3000000000000007,True,profit_lock,2026-03-15T06:56:57.439308+00:00
2026-03-15T06:59:19.141827+00:00,72741133611687456333408350716600547714054525337242100018737264549721300257369,ORPHAN,?,0,0.99,11.99885,11.758873,0.11998849999999983,True,target,
2026-03-15T08:12:49.295272+00:00,xrp-updown-15m-1773561600,XRP,15m,0.915,0.985,10.0,9.15,0.6999999999999993,True,profit_lock,2026-03-15T08:06:59.038091+00:00
2026-03-15T08:12:50.044732+00:00,eth-updown-15m-1773561600,ETH,15m,0.905,0.99,12.0,10.86,1.0199999999999996,True,target,2026-03-15T08:06:59.038091+00:00
2026-03-15T08:27:00.938737+00:00,xrp-updown-15m-1773562500,XRP,15m,0.955,0.747,10.0,9.549999999999999,-2.079999999999999,False,stop_loss,2026-03-15T08:22:58.899880+00:00
2026-03-15T08:46:57.069725+00:00,xrp-up-or-down-march-15-2026-4am-et,XRP,1h,0.915,0.99,13.0,11.895,0.9749999999999996,True,target,2026-03-15T08:18:57.521883+00:00
2026-03-15T08:48:05.210436+00:00,ethereum-up-or-down-march-15-2026-4am-et,ETH,1h,0.935,0.985,10.0,9.350000000000001,0.4999999999999982,True,profit_lock,2026-03-15T08:45:03.809147+00:00
2026-03-15T08:48:05.709110+00:00,bitcoin-up-or-down-march-15-2026-4am-et,BTC,1h,0.935,0.975,15.0,14.025,0.9749999999999996,True,auto_resolved,2026-03-15T08:45:43.170894+00:00
2026-03-15T08:51:07.438005+00:00,90801505486934170520246945099102863066072054045204146764168156971760551653288,ORPHAN,?,0,0.99,14.99856,14.6985888,0.14998559999999905,True,target,
2026-03-15T08:53:22.397143+00:00,ethereum-up-or-down-march-15-2026-4am-et,ETH,1h,0.9855,0.99,10.0,9.855,0.04499999999999993,True,target,2026-03-15T08:49:53.390869+00:00
2026-03-15T08:57:24.908303+00:00,xrp-updown-15m-1773564300,XRP,15m,0.925,0.985,10.0,9.25,0.5999999999999996,True,profit_lock,2026-03-15T08:49:14.573951+00:00
2026-03-15T08:59:05.874311+00:00,btc-updown-15m-1773564300,BTC,15m,0.955,0.99,10.0,9.549999999999999,0.3500000000000014,True,target,2026-03-15T08:56:44.355664+00:00
2026-03-15T09:13:02.479533+00:00,eth-updown-15m-1773565200,ETH,15m,0.975,0.99,10.0,9.75,0.25,True,auto_resolved,2026-03-15T09:08:42.520783+00:00
2026-03-15T09:13:02.941540+00:00,btc-updown-15m-1773565200,BTC,15m,0.955,0.99,10.0,9.549999999999999,0.45000000000000107,True,auto_resolved,2026-03-15T09:08:42.520783+00:00
2026-03-15T09:13:03.466201+00:00,xrp-updown-15m-1773565200,XRP,15m,0.94,0.985,10.0,9.399999999999999,0.45000000000000107,True,profit_lock,2026-03-15T09:08:42.520783+00:00
2026-03-15T09:28:55.518213+00:00,xrp-updown-15m-1773566100,XRP,15m,0.985,0.99,10.0,9.85,0.15000000000000036,True,auto_resolved,2026-03-15T09:26:35.128585+00:00
2026-03-15T09:48:20.896257+00:00,xrp-up-or-down-march-15-2026-5am-et,XRP,1h,0.905,0.915,13.0,11.765,0.129999999999999,True,profit_lock,2026-03-15T09:35:48.757102+00:00
2026-03-15T09:53:34.235902+00:00,xrp-up-or-down-march-15-2026-5am-et,XRP,1h,0.915,0.93,12.0,10.98,0.17999999999999972,True,profit_lock,2026-03-15T09:48:19.075710+00:00
2026-03-15T10:23:30.453964+00:00,xrp-updown-15m-1773569700,XRP,15m,0.91,0.765,10.0,9.1,-1.4499999999999993,False,stop_loss,2026-03-15T10:21:32.720366+00:00
2026-03-15T10:23:31.129546+00:00,btc-updown-15m-1773569700,BTC,15m,0.905,0.725,11.0,9.955,-1.9800000000000004,False,stop_loss,2026-03-15T10:21:32.720366+00:00
2026-03-15T10:27:26.911088+00:00,eth-updown-15m-1773569700,ETH,15m,0.975,0.9895,12.0,11.7,0.17400000000000126,True,profit_lock,2026-03-15T10:21:32.720366+00:00
2026-03-15T10:53:13.955473+00:00,ethereum-up-or-down-march-15-2026-6am-et,ETH,1h,0.93,0.97,18.0,16.740000000000002,0.7199999999999989,True,profit_lock,2026-03-15T10:47:25.362855+00:00
2026-03-15T11:27:25.242606+00:00,xrp-updown-15m-1773573300,XRP,15m,0.91,0.785,10.0,9.1,-1.2499999999999991,False,stop_loss,2026-03-15T11:25:36.744673+00:00
2026-03-15T11:53:05.283037+00:00,xrp-updown-15m-1773575100,XRP,15m,0.915,0.99,10.0,9.15,0.75,True,target,2026-03-15T11:47:47.447756+00:00
2026-03-15T11:53:05.826630+00:00,xrp-up-or-down-march-15-2026-7am-et,XRP,1h,0.905,0.955,11.0,9.955,0.5499999999999989,True,profit_lock,2026-03-15T11:49:33.541368+00:00
2026-03-15T11:56:57.356629+00:00,eth-updown-15m-1773575100,ETH,15m,0.905,0.99,11.0,9.955,1.045,True,auto_resolved,2026-03-15T11:53:03.437365+00:00
2026-03-15T11:57:31.959047+00:00,btc-updown-15m-1773575100,BTC,15m,0.945,0.9825,11.0,10.395,0.4125000000000014,True,profit_lock,2026-03-15T11:53:03.437365+00:00
2026-03-15T12:44:22.419929+00:00,xrp-updown-15m-1773577800,XRP,15m,0.98,0.895,10.0,9.8,-0.8500000000000014,False,expiring,2026-03-15T12:40:14.332999+00:00
2026-03-15T12:57:23.506617+00:00,xrp-updown-15m-1773578700,XRP,15m,0.975,0.99,10.0,9.75,0.25,True,auto_resolved,2026-03-15T12:54:15.815952+00:00
2026-03-15T13:13:11.526478+00:00,xrp-updown-15m-1773579600,XRP,15m,0.94,0.055,10.0,9.399999999999999,-8.849999999999998,False,stop_loss,2026-03-15T13:05:25.191909+00:00
2026-03-15T13:57:23.597080+00:00,xrp-updown-15m-1773582300,XRP,15m,0.96,0.97,10.0,9.6,0.40000000000000036,True,auto_resolved,2026-03-15T13:55:26.472504+00:00
2026-03-15T13:59:05.250016+00:00,btc-updown-15m-1773582300,BTC,15m,0.925,0.99,11.0,10.175,0.7149999999999999,True,target,2026-03-15T13:54:46.367823+00:00
2026-03-15T13:59:06.506018+00:00,83011474497795678346954720701766461237336828446759498993444217615532807907056,ORPHAN,?,0,0.99,9.99904,9.7990592,0.09999040000000115,True,target,
2026-03-15T14:57:39.567738+00:00,eth-updown-15m-1773585900,ETH,15m,0.935,0.99,11.0,10.285,0.7149999999999999,True,auto_resolved,2026-03-15T14:55:43.570843+00:00
2026-03-15T14:57:40.409973+00:00,96947855225501238368034807284616210792719217083703536190900850839168002136845,ORPHAN,?,0,0.99,10.99895,10.778971,0.10998950000000107,True,target,
2026-03-15T15:43:12.164456+00:00,xrp-updown-15m-1773588600,XRP,15m,0.96,0.985,10.0,9.6,0.25,True,profit_lock,2026-03-15T15:37:18.271205+00:00
2026-03-15T16:12:21.105245+00:00,eth-updown-15m-1773590400,ETH,15m,0.965,0.982,11.0,10.615,0.1869999999999994,True,profit_lock,2026-03-15T16:07:58.574315+00:00
2026-03-15T16:12:21.692772+00:00,btc-updown-15m-1773590400,BTC,15m,0.925,0.975,10.0,9.25,0.5,True,profit_lock,2026-03-15T16:07:58.574315+00:00
2026-03-15T16:12:22.231199+00:00,xrp-updown-15m-1773590400,XRP,15m,0.905,0.94,11.0,9.955,0.3849999999999998,True,profit_lock,2026-03-15T16:07:58.574315+00:00
2026-03-15T17:12:08.673013+00:00,eth-updown-15m-1773594000,ETH,15m,0.935,0.985,11.0,10.285,0.5499999999999989,True,profit_lock,2026-03-15T17:07:24.196751+00:00
2026-03-15T17:13:17.123964+00:00,btc-updown-15m-1773594000,BTC,15m,0.925,0.945,10.0,9.25,0.1999999999999993,True,profit_lock,2026-03-15T17:09:11.074629+00:00
2026-03-15T17:48:17.617408+00:00,ethereum-up-or-down-march-15-2026-1pm-et,ETH,1h,0.905,0.9875,17.0,15.385,1.4025000000000016,True,profit_lock,2026-03-15T17:39:39.741040+00:00
2026-03-15T17:52:49.031079+00:00,bitcoin-up-or-down-march-15-2026-1pm-et,BTC,1h,0.915,0.99,23.0,21.045,1.7249999999999979,True,target,2026-03-15T17:47:02.687765+00:00
2026-03-15T17:55:07.387964+00:00,90933110862814955740645440933631901405685817359164264050563946303534620572214,ORPHAN,?,0,0.99,1.210887,1.1261236991130001,0.07265443088699985,True,target,
2026-03-15T19:13:06.555886+00:00,eth-updown-15m-1773601200,ETH,15m,0.965,0.975,10.0,9.65,0.09999999999999964,True,profit_lock,2026-03-15T19:07:24.045896+00:00
2026-03-15T19:47:28.434447+00:00,ethereum-up-or-down-march-15-2026-3pm-et,ETH,1h,0.925,0.99,15.0,13.875,0.9749999999999996,True,target,2026-03-15T19:23:09.775092+00:00
2026-03-15T19:49:10.503543+00:00,bitcoin-up-or-down-march-15-2026-3pm-et,BTC,1h,0.905,0.935,21.0,19.005,0.6300000000000026,True,profit_lock,2026-03-15T19:35:34.162988+00:00
2026-03-15T19:53:45.836512+00:00,bitcoin-up-or-down-march-15-2026-3pm-et,BTC,1h,0.935,0.975,20.0,18.700000000000003,0.7999999999999972,True,profit_lock,2026-03-15T19:49:09.089522+00:00
2026-03-15T20:27:28.816636+00:00,xrp-updown-15m-1773605700,XRP,15m,0.91,0.815,10.0,9.1,-0.9500000000000011,False,stop_loss,2026-03-15T20:25:40.747023+00:00
2026-03-15T20:37:16.253537+00:00,xrp-updown-15m-1773606600,XRP,15m,0.91,0.99,10.0,9.1,0.8000000000000007,True,target,2026-03-15T20:35:18.496422+00:00
2026-03-15T20:39:41.252871+00:00,eth-updown-15m-1773606600,ETH,15m,0.925,0.99,10.0,9.25,0.6500000000000004,True,target,2026-03-15T20:35:18.496422+00:00
2026-03-15T20:42:02.200916+00:00,btc-updown-15m-1773606600,BTC,15m,0.915,0.978,10.0,9.15,0.629999999999999,True,profit_lock,2026-03-15T20:35:18.496422+00:00
2026-03-15T20:47:05.814731+00:00,ethereum-up-or-down-march-15-2026-4pm-et,ETH,1h,0.915,0.99,13.0,11.895,0.8210779244039994,True,target,2026-03-15T20:37:14.595334+00:00
2026-03-15T20:47:40.819604+00:00,xrp-up-or-down-march-15-2026-4pm-et,XRP,1h,0.925,0.99,10.0,9.25,0.75,True,auto_resolved,2026-03-15T20:37:54.467842+00:00
2026-03-15T20:48:15.124170+00:00,bitcoin-up-or-down-march-15-2026-4pm-et,BTC,1h,0.915,0.938,21.0,19.215,0.48300000000000054,True,profit_lock,2026-03-15T20:39:40.038826+00:00
2026-03-15T20:49:27.664507+00:00,bitcoin-up-or-down-march-15-2026-4pm-et,BTC,1h,0.938,0.97,18.0,16.884,0.5760000000000005,True,profit_lock,2026-03-15T20:48:13.633915+00:00
2026-03-15T20:53:30.653949+00:00,bitcoin-up-or-down-march-15-2026-4pm-et,BTC,1h,0.97,0.99,18.0,17.46,0.35999999999999943,True,target,2026-03-15T20:49:26.514158+00:00
2026-03-15T21:26:13.731628+00:00,xrp-updown-15m-1773609300,XRP,15m,0.92,0.99,10.0,9.200000000000001,0.6999999999999993,True,target,2026-03-15T21:22:05.599760+00:00
2026-03-15T21:27:21.982917+00:00,btc-updown-15m-1773609300,BTC,15m,0.935,0.975,10.0,9.350000000000001,0.3999999999999986,True,profit_lock,2026-03-15T21:23:51.291964+00:00
2026-03-15T21:39:26.537099+00:00,xrp-updown-15m-1773610200,XRP,15m,0.97,0.99,10.0,9.7,0.20000000000000107,True,target,2026-03-15T21:35:09.261550+00:00
2026-03-15T21:39:27.162898+00:00,btc-updown-15m-1773610200,BTC,15m,0.945,0.99,10.0,9.45,0.45000000000000107,True,target,2026-03-15T21:35:09.261550+00:00
2026-03-15T21:39:27.713830+00:00,eth-updown-15m-1773610200,ETH,15m,0.905,0.99,11.0,9.955,0.9350000000000005,True,target,2026-03-15T21:35:09.261550+00:00
2026-03-15T21:47:29.140872+00:00,xrp-up-or-down-march-15-2026-5pm-et,XRP,1h,0.925,0.99,10.0,9.25,0.75,True,auto_resolved,2026-03-15T21:35:09.261550+00:00
2026-03-15T21:48:03.991063+00:00,bitcoin-up-or-down-march-15-2026-5pm-et,BTC,1h,0.965,0.9845,13.0,12.545,0.2535000000000007,True,profit_lock,2026-03-15T21:39:25.197337+00:00
2026-03-15T21:48:04.748436+00:00,ethereum-up-or-down-march-15-2026-5pm-et,ETH,1h,0.94,0.985,10.0,9.399999999999999,0.45000000000000107,True,profit_lock,2026-03-15T21:39:25.197337+00:00
2026-03-15T21:53:15.342704+00:00,ethereum-up-or-down-march-15-2026-5pm-et,ETH,1h,0.985,0.986,11.0,10.834999999999999,0.011000000000001009,True,profit_lock,2026-03-15T21:48:02.281773+00:00
2026-03-15T22:13:30.472610+00:00,xrp-updown-15m-1773612000,XRP,15m,0.925,0.28,10.0,9.25,-6.449999999999999,False,stop_loss,2026-03-15T22:05:01.641867+00:00
2026-03-15T22:27:01.921104+00:00,xrp-updown-15m-1773612900,XRP,15m,0.925,0.965,10.0,9.25,0.40000000000000036,True,profit_lock,2026-03-15T22:23:32.754342+00:00
2026-03-15T22:42:31.827772+00:00,xrp-updown-15m-1773613800,XRP,15m,0.96,0.985,10.0,9.6,0.25,True,profit_lock,2026-03-15T22:33:11.663204+00:00
2026-03-15T22:42:32.590063+00:00,eth-updown-15m-1773613800,ETH,15m,0.935,0.9895,10.0,9.350000000000001,0.5449999999999982,True,profit_lock,2026-03-15T22:33:11.663204+00:00
2026-03-15T22:43:06.580158+00:00,xrp-up-or-down-march-15-2026-6pm-et,XRP,1h,0.96,0.99,10.0,9.6,0.3000000000000007,True,target,2026-03-15T22:33:11.663204+00:00
2026-03-15T22:49:28.406090+00:00,bitcoin-up-or-down-march-15-2026-6pm-et,BTC,1h,0.975,0.98,19.0,18.525,0.4750000000000014,True,auto_resolved,2026-03-15T22:47:38.283202+00:00
2026-03-15T22:53:32.139993+00:00,bitcoin-up-or-down-march-15-2026-6pm-et,BTC,1h,0.98,0.99,15.0,14.7,0.15000000000000036,True,target,2026-03-15T22:49:26.643616+00:00
2026-03-15T22:57:13.192922+00:00,eth-updown-15m-1773614700,ETH,15m,0.96,0.975,10.0,9.6,0.15000000000000036,True,profit_lock,2026-03-15T22:53:30.522569+00:00
2026-03-15T22:57:13.729181+00:00,xrp-updown-15m-1773614700,XRP,15m,0.965,0.976,10.0,9.65,0.10999999999999943,True,profit_lock,2026-03-15T22:54:11.136409+00:00
2026-03-15T22:57:14.342240+00:00,btc-updown-15m-1773614700,BTC,15m,0.985,0.99,10.0,9.85,0.05000000000000071,True,target,2026-03-15T22:54:50.749581+00:00
2026-03-15T23:13:35.962530+00:00,btc-updown-15m-1773615600,BTC,15m,0.935,0.99,10.0,9.350000000000001,0.5499999999999989,True,target,2026-03-15T23:07:19.312610+00:00
2026-03-16T00:14:16.787182+00:00,xrp-updown-15m-1773619200,XRP,15m,0.9895,0.975,10.0,9.895,-9.895,False,auto_resolved,2026-03-16T00:09:08.988993+00:00
2026-03-16T00:59:29.024579+00:00,eth-updown-15m-1773621900,ETH,15m,0.92,0.89,10.0,9.200000000000001,-0.3000000000000007,False,expiring,2026-03-16T00:55:25.528119+00:00
