exit_ts,slug,asset,tf,entry_price,exit_price,shares,cost,pnl,won,exit_reason,entry_ts
2026-03-11T16:44:13.284187+00:00,btc-updown-15m-1773246600,BTC,15m,0.925,0.985,10.0,9.25,0.5999999999999996,True,expiring,2026-03-11T16:39:14.300682+00:00
2026-03-11T16:53:46.371846+00:00,bitcoin-up-or-down-march-11-12pm-et,BTC,1h,0.915,0.99,43.0,39.345,3.2250000000000014,True,target,2026-03-11T16:35:39.637301+00:00
2026-03-11T16:53:47.006987+00:00,ethereum-up-or-down-march-11-12pm-et,ETH,1h,0.925,0.99,10.0,9.25,0.75,True,auto_resolved,2026-03-11T16:44:46.753380+00:00
2026-03-11T16:59:27.670813+00:00,xrp-up-or-down-march-11-12pm-et,XRP,1h,0.935,0.99,10.0,9.350000000000001,0.5499999999999989,True,target,2026-03-11T16:47:09.163414+00:00
2026-03-11T17:12:55.984561+00:00,xrp-updown-15m-1773248400,XRP,15m,0.935,0.99,15.0,14.025,0.8249999999999993,True,target,2026-03-11T17:05:13.292083+00:00
2026-03-11T17:12:56.871559+00:00,btc-updown-15m-1773248400,BTC,15m,0.905,0.99,17.0,15.385,1.4449999999999985,True,target,2026-03-11T17:05:13.292083+00:00
2026-03-11T17:14:05.181431+00:00,eth-updown-15m-1773248400,ETH,15m,0.925,0.955,12.0,11.100000000000001,0.35999999999999766,True,expiring,2026-03-11T17:09:21.980816+00:00
2026-03-11T17:27:29.951362+00:00,xrp-updown-15m-1773249300,XRP,15m,0.945,0.99,15.0,14.174999999999999,0.6750000000000007,True,target,2026-03-11T17:23:12.044528+00:00
2026-03-11T17:33:28.363211+00:00,ethereum-up-or-down-march-11-1pm-et,ETH,1h,0.905,0.845,11.0,9.955,-0.6600000000000001,False,stop_loss,2026-03-11T17:27:28.328306+00:00
2026-03-11T17:37:26.922695+00:00,bitcoin-up-or-down-march-11-1pm-et,BTC,1h,0.925,0.765,54.0,49.95,-8.64,False,stop_loss,2026-03-11T17:25:32.535915+00:00
