resolved_timestamp,event_slug,series_slug,asset,timeframe,market_type,threshold_price,winning_outcome
2026-03-07T09:37:44Z,xrp-updown-5m-1772875800,xrp-up-or-down-5m,XRP,5m,up_down,,Down
2026-03-07T09:37:44Z,sol-updown-5m-1772875800,sol-up-or-down-5m,SOL,5m,up_down,,Up
2026-03-07T09:37:44Z,btc-updown-5m-1772875800,btc-up-or-down-5m,BTC,5m,up_down,,Up
2026-03-07T09:41:59Z,btc-updown-5m-1772876100,btc-up-or-down-5m,BTC,5m,up_down,,Up
2026-03-07T09:41:59Z,eth-updown-5m-1772876100,eth-up-or-down-5m,ETH,5m,up_down,,Up
2026-03-07T09:41:59Z,sol-updown-5m-1772876100,sol-up-or-down-5m,SOL,5m,up_down,,Down
2026-03-07T09:41:59Z,xrp-updown-5m-1772876100,xrp-up-or-down-5m,XRP,5m,up_down,,Up
2026-03-07T09:47:12Z,sol-updown-5m-1772876400,sol-up-or-down-5m,SOL,5m,up_down,,Down
2026-03-07T09:47:12Z,xrp-updown-15m-1772875800,xrp-up-or-down-15m,XRP,15m,up_down,,Up
2026-03-07T09:47:12Z,btc-updown-15m-1772875800,btc-up-or-down-15m,BTC,15m,up_down,,Up
2026-03-07T09:47:12Z,eth-updown-5m-1772876400,eth-up-or-down-5m,ETH,5m,up_down,,Up
2026-03-07T09:47:12Z,xrp-updown-5m-1772876400,xrp-up-or-down-5m,XRP,5m,up_down,,Up
2026-03-07T09:47:12Z,btc-updown-5m-1772876400,btc-up-or-down-5m,BTC,5m,up_down,,Down
2026-03-07T09:47:12Z,sol-updown-15m-1772875800,sol-up-or-down-15m,SOL,15m,up_down,,Down
2026-03-07T09:47:12Z,eth-updown-15m-1772875800,eth-up-or-down-15m,ETH,15m,up_down,,Up
2026-03-07T09:52:28Z,xrp-updown-5m-1772876700,xrp-up-or-down-5m,XRP,5m,up_down,,Down
2026-03-07T09:52:28Z,eth-updown-5m-1772876700,eth-up-or-down-5m,ETH,5m,up_down,,Up
2026-03-07T09:52:28Z,btc-updown-5m-1772876700,btc-up-or-down-5m,BTC,5m,up_down,,Up
2026-03-07T09:52:28Z,sol-updown-5m-1772876700,sol-up-or-down-5m,SOL,5m,up_down,,Up
2026-03-07T09:57:41Z,xrp-updown-5m-1772877000,xrp-up-or-down-5m,XRP,5m,up_down,,Down
2026-03-07T09:57:41Z,btc-updown-5m-1772877000,btc-up-or-down-5m,BTC,5m,up_down,,Down
2026-03-07T09:57:41Z,eth-updown-5m-1772877000,eth-up-or-down-5m,ETH,5m,up_down,,Down
2026-03-07T09:57:41Z,sol-updown-5m-1772877000,sol-up-or-down-5m,SOL,5m,up_down,,Down
2026-03-07T10:04:00Z,btc-updown-15m-1772876700,btc-up-or-down-15m,BTC,15m,up_down,,Up
2026-03-07T10:04:00Z,xrp-updown-5m-1772877300,xrp-up-or-down-5m,XRP,5m,up_down,,Down
2026-03-07T10:04:00Z,xrp-updown-15m-1772876700,xrp-up-or-down-15m,XRP,15m,up_down,,Down
2026-03-07T10:04:00Z,sol-updown-5m-1772877300,sol-up-or-down-5m,SOL,5m,up_down,,Up
2026-03-07T10:04:00Z,btc-updown-5m-1772877300,btc-up-or-down-5m,BTC,5m,up_down,,Up
2026-03-07T10:04:00Z,eth-updown-5m-1772877300,eth-up-or-down-5m,ETH,5m,up_down,,Up
2026-03-07T10:04:00Z,sol-updown-15m-1772876700,sol-up-or-down-15m,SOL,15m,up_down,,Up
2026-03-07T10:04:00Z,eth-updown-15m-1772876700,eth-up-or-down-15m,ETH,15m,up_down,,Up
2026-03-07T10:07:09Z,xrp-updown-5m-1772877600,xrp-up-or-down-5m,XRP,5m,up_down,,Up
2026-03-07T10:07:09Z,eth-updown-5m-1772877600,eth-up-or-down-5m,ETH,5m,up_down,,Up
2026-03-07T10:07:09Z,sol-updown-5m-1772877600,sol-up-or-down-5m,SOL,5m,up_down,,Up
2026-03-07T10:07:09Z,btc-updown-5m-1772877600,btc-up-or-down-5m,BTC,5m,up_down,,Up
2026-03-07T10:12:24Z,btc-updown-5m-1772877900,btc-up-or-down-5m,BTC,5m,up_down,,Down
2026-03-07T10:12:24Z,xrp-updown-5m-1772877900,xrp-up-or-down-5m,XRP,5m,up_down,,Up
2026-03-07T10:12:24Z,eth-updown-5m-1772877900,eth-up-or-down-5m,ETH,5m,up_down,,Down
2026-03-07T10:12:24Z,sol-updown-5m-1772877900,sol-up-or-down-5m,SOL,5m,up_down,,Up
2026-03-07T10:15:33Z,xrp-up-or-down-march-7-3am-et,xrp-up-or-down-hourly,XRP,1h,up_down,,Down
2026-03-07T10:16:36Z,ethereum-up-or-down-march-7-3am-et,eth-up-or-down-hourly,ETH,1h,up_down,,Down
2026-03-07T10:17:39Z,btc-updown-5m-1772878200,btc-up-or-down-5m,BTC,5m,up_down,,Up
2026-03-07T10:17:39Z,eth-updown-15m-1772877600,eth-up-or-down-15m,ETH,15m,up_down,,Up
2026-03-07T10:17:39Z,sol-updown-5m-1772878200,sol-up-or-down-5m,SOL,5m,up_down,,Up
2026-03-07T10:17:39Z,xrp-updown-5m-1772878200,xrp-up-or-down-5m,XRP,5m,up_down,,Up
2026-03-07T10:17:39Z,btc-updown-15m-1772877600,btc-up-or-down-15m,BTC,15m,up_down,,Up
2026-03-07T10:17:39Z,sol-updown-15m-1772877600,sol-up-or-down-15m,SOL,15m,up_down,,Up
2026-03-07T10:17:39Z,eth-updown-5m-1772878200,eth-up-or-down-5m,ETH,5m,up_down,,Up
2026-03-07T10:17:39Z,xrp-updown-15m-1772877600,xrp-up-or-down-15m,XRP,15m,up_down,,Up
2026-03-07T10:19:45Z,bitcoin-up-or-down-march-7-3am-et,btc-up-or-down-hourly,BTC,1h,up_down,,Down
2026-03-07T10:21:52Z,sol-updown-5m-1772878500,sol-up-or-down-5m,SOL,5m,up_down,,Down
2026-03-07T10:21:52Z,xrp-updown-5m-1772878500,xrp-up-or-down-5m,XRP,5m,up_down,,Down
2026-03-07T10:21:52Z,eth-updown-5m-1772878500,eth-up-or-down-5m,ETH,5m,up_down,,Down
2026-03-07T10:22:54Z,btc-updown-5m-1772878500,btc-up-or-down-5m,BTC,5m,up_down,,Down
2026-03-07T10:27:06Z,xrp-updown-5m-1772878800,xrp-up-or-down-5m,XRP,5m,up_down,,Down
2026-03-07T10:27:06Z,eth-updown-5m-1772878800,eth-up-or-down-5m,ETH,5m,up_down,,Down
2026-03-07T10:27:06Z,sol-updown-5m-1772878800,sol-up-or-down-5m,SOL,5m,up_down,,Down
2026-03-07T10:27:06Z,btc-updown-5m-1772878800,btc-up-or-down-5m,BTC,5m,up_down,,Down
2026-03-07T10:33:23Z,xrp-updown-5m-1772879100,xrp-up-or-down-5m,XRP,5m,up_down,,Down
2026-03-07T10:33:23Z,sol-updown-5m-1772879100,sol-up-or-down-5m,SOL,5m,up_down,,Down
2026-03-07T10:33:23Z,eth-updown-5m-1772879100,eth-up-or-down-5m,ETH,5m,up_down,,Up
2026-03-07T10:33:23Z,eth-updown-15m-1772878500,eth-up-or-down-15m,ETH,15m,up_down,,Down
2026-03-07T10:33:23Z,btc-updown-15m-1772878500,btc-up-or-down-15m,BTC,15m,up_down,,Down
2026-03-07T10:33:23Z,btc-updown-5m-1772879100,btc-up-or-down-5m,BTC,5m,up_down,,Up
2026-03-07T10:33:23Z,xrp-updown-15m-1772878500,xrp-up-or-down-15m,XRP,15m,up_down,,Down
2026-03-07T10:33:23Z,sol-updown-15m-1772878500,sol-up-or-down-15m,SOL,15m,up_down,,Down
2026-03-07T10:37:36Z,xrp-updown-5m-1772879400,xrp-up-or-down-5m,XRP,5m,up_down,,Up
2026-03-07T10:37:36Z,sol-updown-5m-1772879400,sol-up-or-down-5m,SOL,5m,up_down,,Up
2026-03-07T10:37:36Z,eth-updown-5m-1772879400,eth-up-or-down-5m,ETH,5m,up_down,,Down
2026-03-07T10:37:36Z,btc-updown-5m-1772879400,btc-up-or-down-5m,BTC,5m,up_down,,Down
2026-03-07T10:42:48Z,sol-updown-5m-1772879700,sol-up-or-down-5m,SOL,5m,up_down,,Up
2026-03-07T10:42:48Z,eth-updown-5m-1772879700,eth-up-or-down-5m,ETH,5m,up_down,,Up
2026-03-07T10:42:48Z,btc-updown-5m-1772879700,btc-up-or-down-5m,BTC,5m,up_down,,Up
2026-03-07T10:42:48Z,xrp-updown-5m-1772879700,xrp-up-or-down-5m,XRP,5m,up_down,,Up
2026-03-07T10:46:58Z,btc-updown-15m-1772879400,btc-up-or-down-15m,BTC,15m,up_down,,Down
2026-03-07T10:46:58Z,xrp-updown-15m-1772879400,xrp-up-or-down-15m,XRP,15m,up_down,,Up
2026-03-07T10:46:58Z,xrp-updown-5m-1772880000,xrp-up-or-down-5m,XRP,5m,up_down,,Down
2026-03-07T10:46:58Z,sol-updown-15m-1772879400,sol-up-or-down-15m,SOL,15m,up_down,,Up
2026-03-07T10:46:58Z,eth-updown-15m-1772879400,eth-up-or-down-15m,ETH,15m,up_down,,Down
2026-03-07T10:48:00Z,btc-updown-5m-1772880000,btc-up-or-down-5m,BTC,5m,up_down,,Down
2026-03-07T10:48:00Z,eth-updown-5m-1772880000,eth-up-or-down-5m,ETH,5m,up_down,,Down
2026-03-07T10:48:00Z,sol-updown-5m-1772880000,sol-up-or-down-5m,SOL,5m,up_down,,Down
2026-03-07T10:52:12Z,sol-updown-5m-1772880300,sol-up-or-down-5m,SOL,5m,up_down,,Up
2026-03-07T10:52:12Z,xrp-updown-5m-1772880300,xrp-up-or-down-5m,XRP,5m,up_down,,Up
2026-03-07T10:52:12Z,eth-updown-5m-1772880300,eth-up-or-down-5m,ETH,5m,up_down,,Up
2026-03-07T10:52:12Z,btc-updown-5m-1772880300,btc-up-or-down-5m,BTC,5m,up_down,,Up
2026-03-07T10:57:25Z,sol-updown-5m-1772880600,sol-up-or-down-5m,SOL,5m,up_down,,Down
2026-03-07T10:57:25Z,btc-updown-5m-1772880600,btc-up-or-down-5m,BTC,5m,up_down,,Down
2026-03-07T10:57:25Z,eth-updown-5m-1772880600,eth-up-or-down-5m,ETH,5m,up_down,,Down
2026-03-07T10:57:25Z,xrp-updown-5m-1772880600,xrp-up-or-down-5m,XRP,5m,up_down,,Down
2026-03-07T11:03:41Z,sol-updown-15m-1772880300,sol-up-or-down-15m,SOL,15m,up_down,,Down
2026-03-07T11:03:41Z,btc-updown-15m-1772880300,btc-up-or-down-15m,BTC,15m,up_down,,Down
2026-03-07T11:03:41Z,btc-updown-5m-1772880900,btc-up-or-down-5m,BTC,5m,up_down,,Down
2026-03-07T11:03:41Z,eth-updown-15m-1772880300,eth-up-or-down-15m,ETH,15m,up_down,,Down
2026-03-07T11:03:41Z,eth-updown-5m-1772880900,eth-up-or-down-5m,ETH,5m,up_down,,Down
2026-03-07T11:03:41Z,sol-updown-5m-1772880900,sol-up-or-down-5m,SOL,5m,up_down,,Down
2026-03-07T11:03:41Z,xrp-updown-15m-1772880300,xrp-up-or-down-15m,XRP,15m,up_down,,Down
2026-03-07T11:03:41Z,xrp-updown-5m-1772880900,xrp-up-or-down-5m,XRP,5m,up_down,,Down
2026-03-07T11:06:48Z,btc-updown-5m-1772881200,btc-up-or-down-5m,BTC,5m,up_down,,Down
2026-03-07T11:07:52Z,xrp-updown-5m-1772881200,xrp-up-or-down-5m,XRP,5m,up_down,,Up
2026-03-07T11:07:52Z,sol-updown-5m-1772881200,sol-up-or-down-5m,SOL,5m,up_down,,Down
2026-03-07T11:07:52Z,eth-updown-5m-1772881200,eth-up-or-down-5m,ETH,5m,up_down,,Down
2026-03-07T11:12:03Z,sol-updown-5m-1772881500,sol-up-or-down-5m,SOL,5m,up_down,,Up
2026-03-07T11:12:03Z,xrp-updown-5m-1772881500,xrp-up-or-down-5m,XRP,5m,up_down,,Up
2026-03-07T11:12:03Z,eth-updown-5m-1772881500,eth-up-or-down-5m,ETH,5m,up_down,,Up
2026-03-07T11:12:03Z,btc-updown-5m-1772881500,btc-up-or-down-5m,BTC,5m,up_down,,Up
2026-03-07T11:17:20Z,sol-updown-15m-1772881200,sol-up-or-down-15m,SOL,15m,up_down,,Up
2026-03-07T11:17:20Z,btc-updown-5m-1772881800,btc-up-or-down-5m,BTC,5m,up_down,,Up
2026-03-07T11:17:20Z,sol-updown-5m-1772881800,sol-up-or-down-5m,SOL,5m,up_down,,Up
2026-03-07T11:17:20Z,xrp-updown-5m-1772881800,xrp-up-or-down-5m,XRP,5m,up_down,,Up
2026-03-07T11:17:20Z,xrp-updown-15m-1772881200,xrp-up-or-down-15m,XRP,15m,up_down,,Up
2026-03-07T11:17:20Z,btc-updown-15m-1772881200,btc-up-or-down-15m,BTC,15m,up_down,,Up
2026-03-07T11:17:20Z,eth-updown-15m-1772881200,eth-up-or-down-15m,ETH,15m,up_down,,Up
2026-03-07T11:17:20Z,eth-updown-5m-1772881800,eth-up-or-down-5m,ETH,5m,up_down,,Up
2026-03-07T11:22:37Z,xrp-updown-5m-1772882100,xrp-up-or-down-5m,XRP,5m,up_down,,Down
2026-03-07T11:22:37Z,sol-updown-5m-1772882100,sol-up-or-down-5m,SOL,5m,up_down,,Down
2026-03-07T11:22:37Z,btc-updown-5m-1772882100,btc-up-or-down-5m,BTC,5m,up_down,,Down
2026-03-07T11:22:37Z,eth-updown-5m-1772882100,eth-up-or-down-5m,ETH,5m,up_down,,Down
2026-03-07T11:26:51Z,eth-updown-5m-1772882400,eth-up-or-down-5m,ETH,5m,up_down,,Down
2026-03-07T11:26:51Z,btc-updown-5m-1772882400,btc-up-or-down-5m,BTC,5m,up_down,,Down
2026-03-07T11:26:51Z,xrp-updown-5m-1772882400,xrp-up-or-down-5m,XRP,5m,up_down,,Down
2026-03-07T11:26:51Z,sol-updown-5m-1772882400,sol-up-or-down-5m,SOL,5m,up_down,,Down
2026-03-07T11:31:03Z,ethereum-up-or-down-march-7-4am-et,eth-up-or-down-hourly,ETH,1h,up_down,,Up
2026-03-07T11:32:07Z,eth-updown-15m-1772882100,eth-up-or-down-15m,ETH,15m,up_down,,Down
2026-03-07T11:32:07Z,sol-updown-5m-1772882700,sol-up-or-down-5m,SOL,5m,up_down,,Up
2026-03-07T11:32:07Z,xrp-updown-15m-1772882100,xrp-up-or-down-15m,XRP,15m,up_down,,Down
2026-03-07T11:32:07Z,xrp-updown-5m-1772882700,xrp-up-or-down-5m,XRP,5m,up_down,,Up
2026-03-07T11:32:07Z,btc-updown-15m-1772882100,btc-up-or-down-15m,BTC,15m,up_down,,Down
2026-03-07T11:32:07Z,eth-updown-5m-1772882700,eth-up-or-down-5m,ETH,5m,up_down,,Up
2026-03-07T11:32:07Z,btc-updown-5m-1772882700,btc-up-or-down-5m,BTC,5m,up_down,,Up
2026-03-07T11:32:07Z,sol-updown-15m-1772882100,sol-up-or-down-15m,SOL,15m,up_down,,Down
2026-03-07T11:34:13Z,bitcoin-up-or-down-march-7-4am-et,btc-up-or-down-hourly,BTC,1h,up_down,,Up
2026-03-07T11:37:22Z,btc-updown-5m-1772883000,btc-up-or-down-5m,BTC,5m,up_down,,Down
2026-03-07T11:37:22Z,sol-updown-5m-1772883000,sol-up-or-down-5m,SOL,5m,up_down,,Up
2026-03-07T11:37:22Z,eth-updown-5m-1772883000,eth-up-or-down-5m,ETH,5m,up_down,,Down
2026-03-07T11:37:22Z,xrp-updown-5m-1772883000,xrp-up-or-down-5m,XRP,5m,up_down,,Down
2026-03-07T11:38:26Z,xrp-up-or-down-march-7-4am-et,xrp-up-or-down-hourly,XRP,1h,up_down,,Up
2026-03-07T11:42:41Z,eth-updown-5m-1772883300,eth-up-or-down-5m,ETH,5m,up_down,,Up
2026-03-07T11:42:41Z,btc-updown-5m-1772883300,btc-up-or-down-5m,BTC,5m,up_down,,Up
2026-03-07T11:42:41Z,xrp-updown-5m-1772883300,xrp-up-or-down-5m,XRP,5m,up_down,,Down
2026-03-07T11:42:41Z,sol-updown-5m-1772883300,sol-up-or-down-5m,SOL,5m,up_down,,Up
2026-03-07T11:47:57Z,btc-updown-5m-1772883600,btc-up-or-down-5m,BTC,5m,up_down,,Up
2026-03-07T11:47:57Z,xrp-updown-15m-1772883000,xrp-up-or-down-15m,XRP,15m,up_down,,Down
2026-03-07T11:47:57Z,eth-updown-5m-1772883600,eth-up-or-down-5m,ETH,5m,up_down,,Up
2026-03-07T11:47:57Z,sol-updown-15m-1772883000,sol-up-or-down-15m,SOL,15m,up_down,,Up
2026-03-07T11:47:57Z,eth-updown-15m-1772883000,eth-up-or-down-15m,ETH,15m,up_down,,Down
2026-03-07T11:47:57Z,btc-updown-15m-1772883000,btc-up-or-down-15m,BTC,15m,up_down,,Down
2026-03-07T11:47:57Z,xrp-updown-5m-1772883600,xrp-up-or-down-5m,XRP,5m,up_down,,Up
2026-03-07T11:47:57Z,sol-updown-5m-1772883600,sol-up-or-down-5m,SOL,5m,up_down,,Up
2026-03-07T11:52:12Z,sol-updown-5m-1772883900,sol-up-or-down-5m,SOL,5m,up_down,,Down
2026-03-07T11:52:12Z,xrp-updown-5m-1772883900,xrp-up-or-down-5m,XRP,5m,up_down,,Down
2026-03-07T11:52:12Z,btc-updown-5m-1772883900,btc-up-or-down-5m,BTC,5m,up_down,,Down
2026-03-07T11:52:12Z,eth-updown-5m-1772883900,eth-up-or-down-5m,ETH,5m,up_down,,Down
2026-03-07T11:57:33Z,xrp-updown-5m-1772884200,xrp-up-or-down-5m,XRP,5m,up_down,,Up
2026-03-07T11:57:33Z,eth-updown-5m-1772884200,eth-up-or-down-5m,ETH,5m,up_down,,Up
2026-03-07T11:57:33Z,sol-updown-5m-1772884200,sol-up-or-down-5m,SOL,5m,up_down,,Up
2026-03-07T11:57:33Z,btc-updown-5m-1772884200,btc-up-or-down-5m,BTC,5m,up_down,,Down
2026-03-07T12:03:52Z,xrp-updown-15m-1772883900,xrp-up-or-down-15m,XRP,15m,up_down,,Down
2026-03-07T12:03:52Z,xrp-updown-5m-1772884500,xrp-up-or-down-5m,XRP,5m,up_down,,Down
2026-03-07T12:04:55Z,sol-updown-5m-1772884500,sol-up-or-down-5m,SOL,5m,up_down,,Down
2026-03-07T12:04:55Z,eth-updown-5m-1772884500,eth-up-or-down-5m,ETH,5m,up_down,,Down
2026-03-07T12:04:55Z,eth-updown-15m-1772883900,eth-up-or-down-15m,ETH,15m,up_down,,Up
2026-03-07T12:04:55Z,btc-updown-5m-1772884500,btc-up-or-down-5m,BTC,5m,up_down,,Down
2026-03-07T12:04:55Z,sol-updown-15m-1772883900,sol-up-or-down-15m,SOL,15m,up_down,,Down
2026-03-07T12:04:55Z,btc-updown-15m-1772883900,btc-up-or-down-15m,BTC,15m,up_down,,Down
2026-03-07T12:07:01Z,btc-updown-5m-1772884800,btc-up-or-down-5m,BTC,5m,up_down,,Up
2026-03-07T12:07:01Z,eth-updown-5m-1772884800,eth-up-or-down-5m,ETH,5m,up_down,,Up
2026-03-07T12:07:01Z,sol-updown-5m-1772884800,sol-up-or-down-5m,SOL,5m,up_down,,Up
2026-03-07T12:08:05Z,xrp-updown-5m-1772884800,xrp-up-or-down-5m,XRP,5m,up_down,,Down
2026-03-07T12:13:21Z,sol-updown-5m-1772885100,sol-up-or-down-5m,SOL,5m,up_down,,Down
2026-03-07T12:13:21Z,xrp-updown-5m-1772885100,xrp-up-or-down-5m,XRP,5m,up_down,,Down
2026-03-07T12:13:21Z,eth-updown-5m-1772885100,eth-up-or-down-5m,ETH,5m,up_down,,Down
2026-03-07T12:13:21Z,btc-updown-5m-1772885100,btc-up-or-down-5m,BTC,5m,up_down,,Down
2026-03-07T12:17:35Z,sol-updown-15m-1772884800,sol-up-or-down-15m,SOL,15m,up_down,,Down
2026-03-07T12:17:35Z,eth-updown-15m-1772884800,eth-up-or-down-15m,ETH,15m,up_down,,Down
2026-03-07T12:17:35Z,eth-updown-5m-1772885400,eth-up-or-down-5m,ETH,5m,up_down,,Down
2026-03-07T12:17:35Z,btc-updown-15m-1772884800,btc-up-or-down-15m,BTC,15m,up_down,,Down
2026-03-07T12:17:35Z,xrp-updown-5m-1772885400,xrp-up-or-down-5m,XRP,5m,up_down,,Up
2026-03-07T12:17:35Z,sol-updown-5m-1772885400,sol-up-or-down-5m,SOL,5m,up_down,,Down
2026-03-07T12:17:35Z,btc-updown-5m-1772885400,btc-up-or-down-5m,BTC,5m,up_down,,Up
2026-03-07T12:17:35Z,xrp-updown-15m-1772884800,xrp-up-or-down-15m,XRP,15m,up_down,,Down
2026-03-07T12:21:52Z,btc-updown-5m-1772885700,btc-up-or-down-5m,BTC,5m,up_down,,Up
2026-03-07T12:21:52Z,sol-updown-5m-1772885700,sol-up-or-down-5m,SOL,5m,up_down,,Up
2026-03-07T12:21:52Z,xrp-updown-5m-1772885700,xrp-up-or-down-5m,XRP,5m,up_down,,Up
2026-03-07T12:21:52Z,eth-updown-5m-1772885700,eth-up-or-down-5m,ETH,5m,up_down,,Up
2026-03-07T12:27:14Z,xrp-updown-5m-1772886000,xrp-up-or-down-5m,XRP,5m,up_down,,Up
2026-03-07T12:27:14Z,sol-updown-5m-1772886000,sol-up-or-down-5m,SOL,5m,up_down,,Up
2026-03-07T12:27:14Z,btc-updown-5m-1772886000,btc-up-or-down-5m,BTC,5m,up_down,,Up
2026-03-07T12:27:14Z,eth-updown-5m-1772886000,eth-up-or-down-5m,ETH,5m,up_down,,Up
2026-03-07T12:32:33Z,btc-updown-15m-1772885700,btc-up-or-down-15m,BTC,15m,up_down,,Up
2026-03-07T12:32:33Z,xrp-updown-15m-1772885700,xrp-up-or-down-15m,XRP,15m,up_down,,Up
2026-03-07T12:32:33Z,eth-updown-5m-1772886300,eth-up-or-down-5m,ETH,5m,up_down,,Down
2026-03-07T12:32:33Z,sol-updown-15m-1772885700,sol-up-or-down-15m,SOL,15m,up_down,,Up
2026-03-07T12:32:33Z,btc-updown-5m-1772886300,btc-up-or-down-5m,BTC,5m,up_down,,Down
2026-03-07T12:32:33Z,xrp-updown-5m-1772886300,xrp-up-or-down-5m,XRP,5m,up_down,,Down
2026-03-07T12:32:33Z,sol-updown-5m-1772886300,sol-up-or-down-5m,SOL,5m,up_down,,Down
2026-03-07T12:32:33Z,eth-updown-15m-1772885700,eth-up-or-down-15m,ETH,15m,up_down,,Up
2026-03-07T12:37:53Z,xrp-updown-5m-1772886600,xrp-up-or-down-5m,XRP,5m,up_down,,Up
2026-03-07T12:37:53Z,btc-updown-5m-1772886600,btc-up-or-down-5m,BTC,5m,up_down,,Up
2026-03-07T12:37:53Z,sol-updown-5m-1772886600,sol-up-or-down-5m,SOL,5m,up_down,,Up
2026-03-07T12:37:53Z,eth-updown-5m-1772886600,eth-up-or-down-5m,ETH,5m,up_down,,Down
2026-03-07T12:42:08Z,eth-updown-5m-1772886900,eth-up-or-down-5m,ETH,5m,up_down,,Down
2026-03-07T12:42:08Z,sol-updown-5m-1772886900,sol-up-or-down-5m,SOL,5m,up_down,,Down
2026-03-07T12:42:08Z,xrp-updown-5m-1772886900,xrp-up-or-down-5m,XRP,5m,up_down,,Down
2026-03-07T12:42:08Z,btc-updown-5m-1772886900,btc-up-or-down-5m,BTC,5m,up_down,,Down
2026-03-07T12:46:23Z,bitcoin-up-or-down-march-7-5am-et,btc-up-or-down-hourly,BTC,1h,up_down,,Down
2026-03-07T12:47:26Z,eth-updown-5m-1772887200,eth-up-or-down-5m,ETH,5m,up_down,,Down
2026-03-07T12:47:26Z,btc-updown-15m-1772886600,btc-up-or-down-15m,BTC,15m,up_down,,Down
2026-03-07T12:47:26Z,xrp-updown-15m-1772886600,xrp-up-or-down-15m,XRP,15m,up_down,,Down
2026-03-07T12:47:26Z,xrp-updown-5m-1772887200,xrp-up-or-down-5m,XRP,5m,up_down,,Down
2026-03-07T12:47:26Z,sol-updown-15m-1772886600,sol-up-or-down-15m,SOL,15m,up_down,,Down
2026-03-07T12:47:26Z,btc-updown-5m-1772887200,btc-up-or-down-5m,BTC,5m,up_down,,Down
2026-03-07T12:47:26Z,eth-updown-15m-1772886600,eth-up-or-down-15m,ETH,15m,up_down,,Down
2026-03-07T12:47:26Z,sol-updown-5m-1772887200,sol-up-or-down-5m,SOL,5m,up_down,,Down
2026-03-07T12:47:26Z,xrp-up-or-down-march-7-5am-et,xrp-up-or-down-hourly,XRP,1h,up_down,,Up
2026-03-07T12:48:30Z,ethereum-up-or-down-march-7-5am-et,eth-up-or-down-hourly,ETH,1h,up_down,,Down
2026-03-07T12:52:43Z,sol-updown-5m-1772887500,sol-up-or-down-5m,SOL,5m,up_down,,Down
2026-03-07T12:52:43Z,eth-updown-5m-1772887500,eth-up-or-down-5m,ETH,5m,up_down,,Down
2026-03-07T12:52:43Z,btc-updown-5m-1772887500,btc-up-or-down-5m,BTC,5m,up_down,,Down
2026-03-07T12:52:43Z,xrp-updown-5m-1772887500,xrp-up-or-down-5m,XRP,5m,up_down,,Down
2026-03-07T12:56:57Z,xrp-updown-5m-1772887800,xrp-up-or-down-5m,XRP,5m,up_down,,Up
2026-03-07T12:56:57Z,btc-updown-5m-1772887800,btc-up-or-down-5m,BTC,5m,up_down,,Up
2026-03-07T12:58:00Z,eth-updown-5m-1772887800,eth-up-or-down-5m,ETH,5m,up_down,,Up
2026-03-07T12:58:00Z,sol-updown-5m-1772887800,sol-up-or-down-5m,SOL,5m,up_down,,Up
2026-03-07T13:03:20Z,sol-updown-5m-1772888100,sol-up-or-down-5m,SOL,5m,up_down,,Down
2026-03-07T13:03:20Z,btc-updown-15m-1772887500,btc-up-or-down-15m,BTC,15m,up_down,,Up
2026-03-07T13:03:20Z,btc-updown-4h-1772874000,btc-up-or-down-4h,BTC,4h,up_down,,Up
2026-03-07T13:03:20Z,eth-updown-5m-1772888100,eth-up-or-down-5m,ETH,5m,up_down,,Down
2026-03-07T13:03:20Z,xrp-updown-5m-1772888100,xrp-up-or-down-5m,XRP,5m,up_down,,Down
2026-03-07T13:03:20Z,xrp-updown-15m-1772887500,xrp-up-or-down-15m,XRP,15m,up_down,,Down
2026-03-07T13:03:20Z,xrp-updown-4h-1772874000,xrp-up-or-down-4h,XRP,4h,up_down,,Down
2026-03-07T13:03:20Z,eth-updown-15m-1772887500,eth-up-or-down-15m,ETH,15m,up_down,,Down
2026-03-07T13:03:20Z,sol-updown-4h-1772874000,sol-up-or-down-4h,SOL,4h,up_down,,Down
2026-03-07T13:03:20Z,eth-updown-4h-1772874000,eth-up-or-down-4h,ETH,4h,up_down,,Up
2026-03-07T13:03:20Z,btc-updown-5m-1772888100,btc-up-or-down-5m,BTC,5m,up_down,,Down
2026-03-07T13:03:20Z,sol-updown-15m-1772887500,sol-up-or-down-15m,SOL,15m,up_down,,Down
2026-03-07T13:07:34Z,eth-updown-5m-1772888400,eth-up-or-down-5m,ETH,5m,up_down,,Up
2026-03-07T13:07:34Z,sol-updown-5m-1772888400,sol-up-or-down-5m,SOL,5m,up_down,,Up
2026-03-07T13:07:34Z,btc-updown-5m-1772888400,btc-up-or-down-5m,BTC,5m,up_down,,Up
2026-03-07T13:07:34Z,xrp-updown-5m-1772888400,xrp-up-or-down-5m,XRP,5m,up_down,,Up
2026-03-07T13:13:03Z,eth-updown-5m-1772888700,eth-up-or-down-5m,ETH,5m,up_down,,Down
2026-03-07T13:13:03Z,xrp-updown-5m-1772888700,xrp-up-or-down-5m,XRP,5m,up_down,,Down
2026-03-07T13:13:03Z,btc-updown-5m-1772888700,btc-up-or-down-5m,BTC,5m,up_down,,Down
2026-03-07T13:13:03Z,sol-updown-5m-1772888700,sol-up-or-down-5m,SOL,5m,up_down,,Down
2026-03-07T13:17:45Z,btc-updown-5m-1772889000,btc-up-or-down-5m,BTC,5m,up_down,,Up
